account_id,segment,industry,plan_core,addon_finance_active,months_since_finance_activation,invoices_issued_count,nf_issued_count,ap_bills_created,ar_bills_created,bank_reconciliations_run,auto_rules_configured,finance_users_active,logins_total,finance_module_sessions,finance_related_tickets,avg_resolution_time_finance_tickets_min,ticket_topic_top,finance_addon_churned,account_total_churned,nps_finance,mrr_finance,os,browser
ACC-11390,Enterprise,Serviços,Enterprise,false,16,4,2,4,2,3,0,5,15,6,0,22,Integração bancária,false,false,8,140.57,Linux,Chrome
ACC-11391,SMB,SaaS,Pro,true,11,7,3,6,3,0,0,0,6,5,0,29,Erro NF-e,false,false,6,175.93,Windows,Firefox
ACC-11392,SMB,SaaS,Starter,false,11,5,1,5,5,4,1,3,7,3,3,24,Integração bancária,false,false,7,75.25,Windows,Chrome
ACC-11393,SMB,Serviços,Starter,false,21,5,2,6,1,0,1,2,6,5,0,24,Erro NF-e,false,false,2,48.40,Windows,Chrome
ACC-11394,SMB,Varejo,Enterprise,false,13,4,1,4,6,0,2,2,12,3,0,52,Erro NF-e,true,false,1,67.52,Mac,Chrome
ACC-11395,SMB,Serviços,Pro,false,10,4,1,1,2,3,2,1,9,6,0,46,Bug de fatura,false,false,0,79.89,Windows,Firefox
ACC-11396,Enterprise,Varejo,Pro,false,23,3,5,3,2,0,0,3,13,3,2,55,Integração bancária,false,false,8,114.04,Windows,Firefox
ACC-11397,SMB,Serviços,Starter,true,23,6,4,2,5,1,4,2,5,9,4,37,Integração bancária,true,false,10,132.05,Linux,Edge
ACC-11398,Mid-market,Indústria,Enterprise,true,8,6,1,5,6,1,1,1,16,5,0,17,Erro NF-e,false,false,0,104.56,Windows,Chrome
ACC-11399,SMB,Serviços,Enterprise,true,8,6,3,0,3,1,1,4,14,2,0,14,Erro NF-e,false,false,8,97.68,Windows,Chrome
ACC-11400,SMB,Serviços,Enterprise,false,14,2,1,2,4,1,1,1,16,3,0,35,Erro NF-e,false,false,9,132.99,Mac,Chrome
ACC-11401,SMB,Varejo,Enterprise,true,22,10,2,4,5,4,3,2,10,4,1,22,Bug de fatura,false,false,5,63.13,Mac,Chrome
ACC-11402,SMB,Varejo,Enterprise,true,19,4,0,4,3,1,0,1,12,4,0,22,Integração bancária,false,false,4,57.31,Windows,Chrome
ACC-11403,Mid-market,Indústria,Enterprise,true,8,8,2,4,1,4,3,2,6,4,3,28,Integração bancária,true,true,1,140.71,Mac,Chrome
ACC-11404,Mid-market,SaaS,Starter,false,15,3,0,5,2,1,1,4,7,4,0,50,Integração bancária,false,false,3,38.09,Windows,Firefox
ACC-11405,Mid-market,Varejo,Enterprise,false,6,8,0,5,4,2,1,3,4,4,2,69,Erro NF-e,true,false,7,184.22,Windows,Chrome
ACC-11406,SMB,Varejo,Pro,false,21,3,2,4,7,3,3,2,12,6,0,17,Suporte geral,false,false,10,141.29,Windows,Chrome
ACC-11407,Enterprise,Varejo,Starter,true,6,2,0,0,4,1,1,1,9,5,0,16,Erro NF-e,false,false,9,46.10,Mac,Chrome
ACC-11408,SMB,Serviços,Starter,true,9,3,3,3,8,3,1,2,15,5,0,17,Integração bancária,false,false,0,112.91,Windows,Chrome
ACC-11409,Mid-market,SaaS,Enterprise,false,18,5,2,5,7,2,0,3,10,4,1,37,Erro NF-e,false,false,0,127.37,Windows,Chrome
ACC-11410,SMB,Varejo,Starter,true,10,7,2,3,1,2,1,0,13,7,0,54,Dúvida de configuração,true,false,5,70.27,Windows,Chrome
ACC-11411,SMB,Indústria,Enterprise,false,7,5,0,2,3,1,1,2,4,8,2,42,Integração bancária,false,false,6,154.23,Windows,Chrome
ACC-11412,SMB,Serviços,Starter,true,3,3,5,4,4,1,0,1,12,5,0,41,Bug de fatura,false,false,10,223.70,Mac,Safari
ACC-11413,Enterprise,SaaS,Pro,true,11,4,1,2,4,3,0,0,8,7,2,21,Integração bancária,false,false,0,56.28,Windows,Chrome
ACC-11414,SMB,Varejo,Starter,true,16,9,3,1,5,2,2,1,9,2,0,37,Integração bancária,false,false,5,68.47,Windows,Chrome
ACC-11415,SMB,Serviços,Starter,false,7,4,0,2,5,2,0,0,7,7,2,34,Integração bancária,false,false,9,75.56,Windows,Firefox
ACC-11416,SMB,SaaS,Starter,true,6,4,2,3,3,4,1,2,9,6,1,37,Integração bancária,false,false,4,86.14,Windows,Chrome
ACC-11417,SMB,Varejo,Starter,false,2,3,3,4,4,3,0,3,10,3,1,24,Integração bancária,false,true,9,118.89,Windows,Chrome
ACC-11418,Enterprise,Serviços,Starter,false,18,7,3,5,6,3,1,1,11,4,0,25,Integração bancária,false,false,4,80.81,Windows,Chrome
ACC-11419,Enterprise,Varejo,Starter,true,4,4,0,3,3,3,1,3,10,1,1,28,Dúvida de configuração,false,false,1,63.29,Windows,Chrome
ACC-11420,SMB,Indústria,Starter,true,2,4,4,4,7,2,0,2,14,6,0,16,Erro NF-e,false,false,2,80.15,Windows,Chrome
ACC-11421,Mid-market,Serviços,Pro,true,17,4,2,6,3,0,1,2,14,8,0,32,Erro NF-e,false,false,5,182.04,Windows,Chrome
ACC-11422,SMB,Varejo,Pro,false,12,8,1,2,6,0,2,3,12,1,2,41,Erro NF-e,false,true,0,47.84,Windows,Safari
ACC-11423,Mid-market,Indústria,Enterprise,false,17,3,1,3,3,3,1,1,10,6,2,22,Bug de fatura,false,false,4,42.78,Windows,Chrome
ACC-11424,Enterprise,Serviços,Starter,false,3,3,1,5,4,1,1,2,5,7,2,10,Integração bancária,true,false,1,93.98,Windows,Chrome
ACC-11425,Mid-market,Varejo,Pro,false,11,5,1,2,5,4,2,2,11,3,0,9,Erro NF-e,false,false,2,103.75,Windows,Chrome
ACC-11426,Mid-market,Varejo,Enterprise,false,12,4,2,3,1,4,0,3,5,4,0,21,Integração bancária,false,false,10,153.75,Windows,Chrome
ACC-11427,SMB,Indústria,Pro,false,2,8,1,2,4,3,1,4,13,5,0,55,Integração bancária,false,false,3,96.18,Windows,Firefox
ACC-11428,Enterprise,Varejo,Pro,true,8,7,1,4,8,0,2,0,15,9,0,27,Bug de fatura,false,true,8,190.67,Windows,Firefox
ACC-11429,Mid-market,Serviços,Starter,false,1,6,4,3,3,0,2,3,14,4,0,26,Dúvida de configuração,false,false,4,46.87,Linux,Chrome
ACC-11430,SMB,Serviços,Enterprise,false,16,8,0,6,4,0,2,2,5,6,1,51,Integração bancária,false,false,9,140.94,Windows,Edge
ACC-11431,SMB,Varejo,Starter,false,11,4,3,2,3,0,1,3,11,12,1,38,Integração bancária,false,false,6,68.77,Windows,Chrome
ACC-11432,SMB,Serviços,Enterprise,false,17,4,1,3,5,4,0,1,10,5,2,25,Erro NF-e,false,false,2,70.71,Windows,Firefox
ACC-11433,Mid-market,Serviços,Starter,false,17,2,5,5,6,4,0,2,8,4,2,3,Dúvida de configuração,false,false,5,136.52,Linux,Edge
ACC-11434,SMB,Serviços,Pro,false,13,10,0,4,1,3,3,0,11,7,0,18,Erro NF-e,false,false,7,88.05,Windows,Chrome
ACC-11435,Mid-market,SaaS,Starter,false,4,7,3,0,4,0,1,2,8,3,1,22,Bug de fatura,false,false,1,36.42,Mac,Chrome
ACC-11436,SMB,Varejo,Starter,false,17,5,2,5,5,1,2,4,6,10,2,18,Erro NF-e,false,false,6,159.19,Mac,Edge
ACC-11437,SMB,Varejo,Starter,true,19,3,4,0,2,0,0,1,7,3,1,17,Erro NF-e,false,false,3,54.97,Windows,Chrome
ACC-11438,SMB,Varejo,Starter,true,20,3,2,1,1,3,2,4,13,5,1,16,Suporte geral,false,false,1,175.45,Windows,Chrome
ACC-11439,Mid-market,Varejo,Starter,true,1,7,5,1,1,2,0,3,9,8,1,11,Integração bancária,false,false,4,90.62,Windows,Chrome
ACC-11440,SMB,SaaS,Pro,true,22,7,5,4,5,2,1,0,9,9,1,37,Suporte geral,false,true,3,158.81,Windows,Chrome
ACC-11441,SMB,Varejo,Pro,false,2,4,3,2,5,0,1,3,10,4,2,0,Integração bancária,false,false,5,53.94,Linux,Chrome
ACC-11442,Mid-market,Varejo,Starter,true,10,4,2,6,4,2,0,1,8,5,1,31,Integração bancária,false,false,10,69.58,Windows,Chrome
ACC-11443,Mid-market,Serviços,Enterprise,false,11,6,0,2,5,2,0,1,7,2,0,3,Dúvida de configuração,false,false,3,74.42,Windows,Safari
ACC-11444,Enterprise,SaaS,Starter,false,12,7,4,5,7,3,0,2,9,5,1,26,Integração bancária,false,false,1,194.98,Linux,Chrome
ACC-11445,SMB,Varejo,Starter,true,9,7,2,0,3,2,1,2,6,3,0,49,Integração bancária,false,false,7,165.46,Windows,Chrome
ACC-11446,SMB,Indústria,Starter,false,22,4,2,3,0,2,0,1,18,5,0,30,Erro NF-e,false,false,3,33.75,Linux,Chrome
ACC-11447,SMB,Serviços,Pro,false,14,4,1,3,2,2,1,2,13,7,2,52,Erro NF-e,true,false,3,129.49,Mac,Firefox
ACC-11448,SMB,SaaS,Starter,false,19,3,2,3,4,3,3,2,10,7,2,32,Dúvida de configuração,true,false,8,149.33,Mac,Edge
ACC-11449,Enterprise,Varejo,Pro,false,12,3,2,9,8,8,2,3,13,7,1,11,Erro NF-e,false,false,10,15.05,Windows,Chrome
ACC-11450,SMB,Varejo,Starter,false,0,3,3,5,6,6,0,1,10,8,1,22,Integração bancária,false,false,8,149.89,Linux,Chrome
ACC-11451,SMB,Varejo,Enterprise,false,3,6,2,4,2,1,1,2,7,5,1,23,Integração bancária,false,false,6,0.00,Linux,Chrome
ACC-11452,SMB,SaaS,Starter,false,20,3,2,6,6,1,1,1,14,4,2,28,Erro NF-e,false,false,3,124.27,Mac,Chrome
ACC-11453,SMB,Varejo,Starter,true,4,8,2,3,1,2,1,2,7,2,0,15,Dúvida de configuração,true,false,7,32.13,Windows,Chrome
ACC-11454,SMB,Serviços,Starter,true,11,5,1,4,2,1,1,3,6,5,1,22,Integração bancária,false,false,0,63.29,Windows,Firefox
ACC-11455,SMB,Indústria,Pro,true,0,6,3,4,6,3,0,4,17,5,0,43,Erro NF-e,false,false,2,15.12,Mac,Edge
ACC-11456,SMB,Varejo,Starter,false,4,8,4,4,4,2,1,2,15,6,0,5,Dúvida de configuração,false,true,8,52.83,Windows,Firefox
ACC-11457,SMB,SaaS,Pro,false,10,6,2,2,4,0,3,1,3,5,2,55,Suporte geral,false,false,6,161.17,Windows,Chrome
ACC-11458,Enterprise,Serviços,Starter,true,18,5,1,3,1,5,1,1,9,5,2,20,Integração bancária,false,false,4,59.60,Windows,Edge
ACC-11459,SMB,Varejo,Enterprise,true,21,10,1,2,3,1,1,3,12,3,0,27,Suporte geral,false,false,6,172.82,Windows,Chrome
ACC-11460,Mid-market,Varejo,Starter,false,17,1,2,1,2,3,1,2,6,9,0,34,Dúvida de configuração,false,false,9,0.00,Windows,Chrome
ACC-11461,Mid-market,Serviços,Starter,false,10,7,4,3,5,4,0,5,9,10,1,19,Integração bancária,false,false,2,168.98,Windows,Edge
ACC-11462,SMB,Varejo,Enterprise,true,22,8,2,2,5,6,1,4,6,4,0,36,Dúvida de configuração,false,false,3,56.19,Windows,Edge
ACC-11463,Enterprise,Varejo,Starter,true,3,8,5,2,5,3,3,3,14,8,2,29,Integração bancária,false,false,4,100.49,Windows,Firefox
ACC-11464,SMB,Serviços,Pro,false,13,2,2,4,3,4,1,1,9,6,0,3,Suporte geral,true,false,4,120.24,Windows,Chrome
ACC-11465,SMB,Varejo,Enterprise,false,10,7,2,1,4,0,0,2,12,6,2,36,Dúvida de configuração,false,false,2,178.61,Windows,Edge
ACC-11466,Mid-market,Serviços,Starter,false,4,6,0,3,3,5,0,0,14,6,1,47,Erro NF-e,false,false,9,82.15,Windows,Chrome
ACC-11467,SMB,Varejo,Pro,false,4,4,5,1,6,2,0,1,11,4,2,31,Erro NF-e,false,false,2,131.26,Windows,Chrome
ACC-11468,Mid-market,Varejo,Starter,true,17,5,1,3,3,1,1,1,9,5,1,18,Integração bancária,true,false,6,99.13,Windows,Safari
ACC-11469,Mid-market,Serviços,Starter,false,8,9,2,2,4,2,2,0,7,5,1,30,Erro NF-e,false,false,9,181.74,Linux,Firefox
ACC-11470,Enterprise,SaaS,Starter,true,19,3,1,2,6,2,1,3,9,5,1,38,Erro NF-e,false,false,2,168.99,Windows,Chrome
ACC-11471,SMB,Varejo,Starter,false,17,4,2,6,5,3,2,2,7,5,0,39,Dúvida de configuração,false,false,1,92.50,Mac,Edge
ACC-11472,Enterprise,Indústria,Starter,true,4,6,2,4,7,3,0,3,7,4,2,36,Dúvida de configuração,false,false,7,63.20,Windows,Chrome
ACC-11473,Mid-market,SaaS,Enterprise,false,19,4,3,5,1,1,2,3,7,3,0,38,Bug de fatura,false,false,4,41.63,Windows,Chrome
ACC-11474,Enterprise,Serviços,Enterprise,false,17,8,1,5,5,2,2,3,7,3,2,6,Integração bancária,true,false,9,43.75,Windows,Safari
ACC-11475,SMB,SaaS,Pro,true,23,3,1,2,4,1,0,3,12,2,0,5,Erro NF-e,false,false,4,23.14,Windows,Chrome
ACC-11476,SMB,SaaS,Starter,false,19,6,2,1,4,1,2,1,5,5,0,35,Suporte geral,false,false,0,147.77,Mac,Edge
ACC-11477,SMB,Indústria,Pro,false,13,6,2,5,3,2,1,2,8,1,1,27,Dúvida de configuração,false,false,1,67.62,Windows,Chrome
ACC-11478,SMB,Varejo,Starter,false,18,3,5,5,5,3,0,2,6,4,1,48,Integração bancária,false,false,7,44.05,Windows,Chrome
ACC-11479,SMB,SaaS,Starter,true,10,5,0,2,2,3,0,1,12,7,1,48,Bug de fatura,false,false,8,154.36,Windows,Chrome
ACC-11480,SMB,Varejo,Starter,false,21,3,2,4,6,2,1,1,12,8,2,19,Integração bancária,false,false,1,48.32,Linux,Chrome
ACC-11481,Mid-market,Varejo,Pro,false,0,4,0,5,1,2,1,3,11,3,0,60,Integração bancária,false,false,8,20.57,Mac,Chrome
ACC-11482,Enterprise,Varejo,Enterprise,false,13,7,0,3,3,5,3,2,10,3,0,23,Dúvida de configuração,true,false,8,85.05,Windows,Chrome
ACC-11483,SMB,Serviços,Starter,true,22,4,3,1,2,2,2,1,12,3,2,26,Dúvida de configuração,false,false,2,162.93,Windows,Chrome
ACC-11484,SMB,Serviços,Pro,true,7,4,5,1,0,4,0,2,13,2,0,31,Integração bancária,false,false,0,43.74,Windows,Chrome
ACC-11485,SMB,SaaS,Starter,true,23,6,2,2,6,5,0,1,13,11,0,46,Erro NF-e,false,false,4,8.20,Windows,Chrome
ACC-11486,SMB,Varejo,Starter,true,17,7,0,3,5,1,0,1,15,5,0,21,Integração bancária,false,false,7,128.55,Windows,Firefox
ACC-11487,Mid-market,Indústria,Starter,true,1,5,0,3,3,2,1,2,10,5,0,34,Dúvida de configuração,false,false,8,85.55,Linux,Chrome
ACC-11488,SMB,Serviços,Starter,true,0,5,1,5,6,3,1,2,11,5,0,26,Dúvida de configuração,false,false,4,0.00,Windows,Firefox
ACC-11489,SMB,SaaS,Enterprise,true,12,4,2,1,6,5,2,2,7,3,1,19,Suporte geral,false,false,9,71.72,Mac,Chrome
ACC-11490,SMB,Indústria,Pro,false,23,2,2,2,2,4,1,3,10,5,1,43,Integração bancária,true,false,9,153.40,Windows,Chrome
ACC-11491,Mid-market,Varejo,Starter,false,12,5,3,4,6,2,0,3,2,8,0,24,Integração bancária,false,false,4,0.00,Windows,Safari
ACC-11492,SMB,Serviços,Enterprise,true,11,5,0,3,1,0,3,2,8,1,2,18,Suporte geral,false,false,10,143.79,Mac,Firefox
ACC-11493,SMB,Indústria,Pro,true,20,10,2,6,4,6,2,2,10,7,2,28,Integração bancária,false,false,5,107.33,Windows,Chrome
ACC-11494,SMB,SaaS,Starter,false,13,3,2,2,8,6,1,2,13,4,0,0,Erro NF-e,false,false,4,118.64,Windows,Chrome
ACC-11495,SMB,Varejo,Pro,true,8,4,2,0,7,1,2,3,14,3,2,22,Integração bancária,false,false,0,52.22,Linux,Firefox
ACC-11496,Enterprise,Serviços,Pro,true,8,5,0,2,7,1,2,3,8,2,2,54,Erro NF-e,true,false,6,136.04,Windows,Chrome
ACC-11497,SMB,Indústria,Starter,false,14,9,0,6,2,1,1,0,14,3,1,39,Bug de fatura,false,false,1,114.56,Windows,Chrome
ACC-11498,Mid-market,Serviços,Enterprise,false,18,1,0,7,6,1,1,4,10,10,0,34,Integração bancária,false,false,2,35.77,Windows,Chrome
ACC-11499,SMB,SaaS,Enterprise,false,10,6,0,2,4,3,2,2,14,3,3,44,Erro NF-e,false,false,9,127.89,Windows,Chrome
ACC-11500,Mid-market,SaaS,Starter,true,2,5,5,5,5,1,1,1,15,2,2,19,Dúvida de configuração,false,false,9,0.00,Windows,Chrome
ACC-11501,SMB,Indústria,Starter,true,15,5,1,3,2,1,0,2,11,7,0,32,Erro NF-e,false,false,7,76.82,Windows,Chrome
ACC-11502,Mid-market,Varejo,Pro,false,22,2,3,4,6,4,2,0,9,5,1,24,Erro NF-e,false,false,1,79.85,Windows,Safari
ACC-11503,Mid-market,Serviços,Enterprise,true,5,4,0,2,4,2,1,1,10,9,3,65,Dúvida de configuração,false,false,0,134.64,Windows,Chrome
ACC-11504,Mid-market,SaaS,Enterprise,false,3,10,3,1,3,2,2,4,9,4,0,0,Erro NF-e,false,false,2,99.08,Windows,Chrome
ACC-11505,SMB,Indústria,Pro,false,10,9,3,4,4,1,1,2,11,3,1,36,Dúvida de configuração,false,false,2,161.76,Windows,Firefox
ACC-11506,SMB,Serviços,Enterprise,false,2,6,2,3,3,2,0,2,8,3,3,17,Integração bancária,false,false,7,94.38,Windows,Chrome
ACC-11507,Mid-market,Varejo,Starter,true,11,1,3,2,2,2,0,2,13,2,1,41,Integração bancária,false,false,1,168.10,Windows,Firefox
ACC-11508,Mid-market,Varejo,Pro,false,20,4,5,1,2,0,0,1,10,3,2,18,Dúvida de configuração,false,false,1,240.35,Windows,Firefox
ACC-11509,SMB,Serviços,Starter,false,23,4,0,4,4,2,1,2,10,7,0,42,Erro NF-e,false,false,0,98.85,Windows,Firefox
ACC-11510,SMB,SaaS,Pro,true,7,7,2,2,9,3,5,0,11,8,1,47,Integração bancária,false,false,3,34.77,Windows,Chrome
ACC-11511,SMB,Varejo,Pro,false,7,5,1,5,3,2,0,4,14,8,2,0,Bug de fatura,false,false,9,123.66,Mac,Firefox
ACC-11512,SMB,Indústria,Starter,false,17,3,1,2,9,1,2,3,9,9,0,41,Dúvida de configuração,false,false,0,71.37,Windows,Chrome
ACC-11513,SMB,Varejo,Enterprise,true,0,4,1,4,5,3,0,1,12,3,0,10,Erro NF-e,false,false,1,77.50,Windows,Chrome
ACC-11514,Mid-market,Serviços,Starter,true,2,0,5,2,2,1,2,4,15,3,0,48,Integração bancária,false,false,5,94.70,Linux,Chrome
ACC-11515,SMB,Varejo,Starter,true,9,5,0,0,2,1,2,3,13,5,1,48,Integração bancária,false,false,8,65.64,Windows,Chrome
ACC-11516,SMB,Varejo,Pro,true,4,6,4,3,1,2,2,3,10,7,1,33,Integração bancária,false,false,4,76.68,Windows,Safari
ACC-11517,SMB,Indústria,Starter,false,10,9,1,3,3,2,0,2,12,7,2,30,Integração bancária,false,false,10,65.63,Mac,Chrome
ACC-11518,SMB,Varejo,Starter,false,23,5,2,3,5,2,3,4,9,7,1,37,Erro NF-e,false,false,9,81.40,Windows,Firefox
ACC-11519,SMB,Varejo,Starter,false,19,10,1,4,1,4,0,1,8,4,0,44,Erro NF-e,false,false,6,36.19,Windows,Edge
ACC-11520,Enterprise,Serviços,Starter,false,18,9,1,4,4,4,3,3,15,8,3,22,Bug de fatura,false,false,1,87.66,Mac,Chrome
ACC-11521,SMB,Serviços,Starter,false,12,5,2,2,4,0,1,3,3,5,1,47,Integração bancária,false,false,3,28.35,Mac,Chrome
ACC-11522,SMB,Varejo,Starter,true,4,3,2,0,1,2,0,5,12,6,0,52,Integração bancária,true,false,0,65.88,Windows,Edge
ACC-11523,SMB,Serviços,Starter,false,13,7,2,2,8,2,1,3,6,3,2,2,Bug de fatura,false,false,1,57.90,Windows,Chrome
ACC-11524,SMB,Serviços,Pro,true,12,4,3,1,1,0,1,4,10,5,1,46,Suporte geral,true,false,9,68.35,Windows,Safari
ACC-11525,Mid-market,Serviços,Starter,false,22,3,4,2,4,0,0,2,13,3,1,54,Bug de fatura,false,false,4,77.32,Windows,Chrome
ACC-11526,Mid-market,Varejo,Starter,true,23,2,2,2,7,3,0,1,10,4,1,39,Suporte geral,true,false,6,106.83,Windows,Chrome
ACC-11527,Mid-market,Varejo,Pro,false,19,3,1,2,4,4,3,2,11,4,0,29,Suporte geral,true,false,8,151.87,Windows,Chrome
ACC-11528,Enterprise,Varejo,Starter,false,19,4,2,3,2,2,1,5,11,7,1,2,Integração bancária,false,false,6,157.53,Windows,Chrome
ACC-11529,Mid-market,Varejo,Starter,true,5,4,1,1,3,0,0,1,7,3,2,48,Erro NF-e,false,false,0,118.57,Windows,Firefox
ACC-11530,SMB,Varejo,Pro,false,15,3,0,3,8,5,0,1,12,5,1,14,Integração bancária,true,false,6,127.33,Mac,Chrome
ACC-11531,SMB,Serviços,Enterprise,false,7,10,6,1,2,2,2,2,9,4,0,21,Dúvida de configuração,false,false,7,109.21,Windows,Chrome
ACC-11532,SMB,SaaS,Starter,true,16,3,4,2,6,3,0,3,13,6,1,22,Suporte geral,false,false,2,103.97,Windows,Firefox
ACC-11533,Enterprise,Serviços,Pro,false,9,3,1,4,8,5,2,3,10,5,0,32,Dúvida de configuração,false,false,0,88.07,Windows,Chrome
ACC-11534,SMB,Indústria,Starter,false,8,6,1,1,5,1,1,2,6,7,0,30,Erro NF-e,false,false,6,137.12,Windows,Chrome
ACC-11535,Mid-market,SaaS,Starter,false,8,5,2,2,4,3,1,1,4,1,2,22,Erro NF-e,false,false,0,30.10,Mac,Firefox
ACC-11536,SMB,SaaS,Pro,true,13,6,4,1,3,0,0,0,6,7,0,20,Suporte geral,false,false,8,156.97,Linux,Chrome
ACC-11537,SMB,Indústria,Pro,false,5,2,1,0,7,1,0,3,12,6,1,0,Suporte geral,false,false,8,52.17,Windows,Chrome
ACC-11538,SMB,Varejo,Starter,false,15,4,4,3,2,2,0,1,10,8,1,13,Bug de fatura,false,true,7,86.89,Windows,Firefox
ACC-11539,Mid-market,Varejo,Pro,false,12,4,4,3,3,3,2,2,11,5,0,14,Bug de fatura,false,false,4,27.71,Windows,Chrome
ACC-11540,Mid-market,Indústria,Pro,false,21,3,0,3,3,1,0,3,11,2,1,24,Integração bancária,false,false,6,45.37,Windows,Chrome
ACC-11541,Mid-market,Varejo,Enterprise,true,14,4,2,2,4,1,0,1,3,2,2,23,Erro NF-e,false,false,4,52.52,Windows,Chrome
ACC-11542,Mid-market,Varejo,Enterprise,false,21,5,3,3,4,3,0,1,16,9,1,12,Erro NF-e,false,false,10,134.26,Windows,Safari
ACC-11543,Mid-market,Varejo,Pro,false,10,5,1,3,3,4,1,3,11,2,0,32,Erro NF-e,false,false,3,160.60,Windows,Chrome
ACC-11544,SMB,Serviços,Pro,true,12,4,2,7,0,4,1,2,10,11,0,36,Integração bancária,false,false,10,157.05,Windows,Chrome
ACC-11545,SMB,Varejo,Starter,false,1,5,4,5,5,2,2,2,6,5,1,45,Integração bancária,true,false,7,94.55,Windows,Chrome
ACC-11546,SMB,Serviços,Starter,true,20,5,0,1,5,2,0,0,10,7,1,38,Integração bancária,false,false,6,20.24,Windows,Firefox
ACC-11547,SMB,Varejo,Starter,true,8,3,1,2,3,2,2,2,10,4,0,36,Suporte geral,false,false,7,66.90,Linux,Chrome
ACC-11548,SMB,Varejo,Enterprise,true,14,5,2,4,6,1,1,3,5,5,1,57,Dúvida de configuração,false,false,8,20.78,Windows,Chrome
ACC-11549,SMB,Indústria,Starter,true,20,8,1,2,5,3,2,0,10,3,0,43,Suporte geral,false,true,9,139.08,Windows,Safari
ACC-11550,SMB,Varejo,Pro,false,17,6,3,3,4,4,0,1,8,3,1,37,Bug de fatura,false,false,1,95.60,Windows,Chrome
ACC-11551,SMB,SaaS,Starter,false,17,3,1,7,5,5,0,1,11,2,2,23,Erro NF-e,false,false,0,78.35,Windows,Chrome
ACC-11552,Enterprise,Varejo,Starter,false,16,4,1,0,4,0,1,1,7,5,2,10,Erro NF-e,false,false,9,140.39,Windows,Chrome
ACC-11553,SMB,SaaS,Starter,true,23,7,4,6,6,2,0,5,16,4,1,45,Dúvida de configuração,false,false,7,105.24,Windows,Chrome
ACC-11554,Mid-market,SaaS,Enterprise,false,17,5,1,4,4,2,0,3,8,6,0,28,Dúvida de configuração,false,false,10,78.84,Windows,Edge
ACC-11555,Enterprise,SaaS,Pro,true,8,6,2,5,4,1,1,4,8,5,1,19,Integração bancária,false,false,10,100.55,Windows,Chrome
ACC-11556,Mid-market,Varejo,Starter,false,17,4,1,1,4,1,1,0,13,5,1,41,Dúvida de configuração,false,false,1,58.90,Windows,Chrome
ACC-11557,Enterprise,Serviços,Starter,false,3,4,5,2,5,3,3,3,7,4,2,57,Integração bancária,true,false,9,81.18,Mac,Edge
ACC-11558,SMB,Serviços,Pro,false,11,7,1,5,4,0,1,4,13,11,1,39,Erro NF-e,false,false,0,169.14,Windows,Chrome
ACC-11559,SMB,Indústria,Enterprise,false,12,6,0,2,3,0,1,0,7,3,2,53,Integração bancária,false,false,0,64.69,Windows,Chrome
ACC-11560,SMB,Serviços,Starter,false,7,6,1,5,1,3,1,2,8,4,2,21,Erro NF-e,false,false,9,150.01,Mac,Chrome
ACC-11561,SMB,Serviços,Starter,false,10,5,6,3,6,2,1,1,4,4,0,18,Suporte geral,false,false,7,108.59,Windows,Chrome
ACC-11562,SMB,Varejo,Pro,true,18,4,2,3,2,3,0,4,10,6,5,45,Integração bancária,false,false,7,106.75,Linux,Firefox
ACC-11563,Enterprise,SaaS,Starter,false,10,3,2,4,3,0,1,2,7,4,0,18,Erro NF-e,false,false,7,53.95,Windows,Safari
ACC-11564,Enterprise,Varejo,Pro,true,12,1,3,3,1,1,2,3,10,9,2,38,Dúvida de configuração,false,false,3,147.95,Windows,Chrome
ACC-11565,SMB,Serviços,Pro,false,3,7,3,8,5,2,1,1,7,12,3,33,Dúvida de configuração,false,false,6,185.15,Windows,Firefox
ACC-11566,SMB,Varejo,Enterprise,true,16,6,2,3,5,2,2,3,11,9,1,7,Suporte geral,false,false,8,131.59,Linux,Chrome
ACC-11567,Mid-market,SaaS,Pro,false,0,8,2,1,3,2,0,4,16,5,1,41,Integração bancária,false,false,1,66.37,Windows,Chrome
ACC-11568,SMB,Varejo,Starter,false,1,2,0,4,6,5,0,1,10,7,1,48,Dúvida de configuração,true,false,6,78.94,Windows,Firefox
ACC-11569,SMB,Varejo,Starter,false,23,8,3,3,3,2,1,2,11,2,0,35,Erro NF-e,false,false,8,168.61,Windows,Safari
ACC-11570,SMB,Varejo,Starter,true,13,5,2,4,6,2,2,3,5,4,1,21,Dúvida de configuração,false,false,4,76.93,Mac,Chrome
ACC-11571,SMB,Varejo,Enterprise,false,9,7,3,2,4,2,1,2,15,5,1,35,Bug de fatura,false,false,2,78.07,Windows,Chrome
ACC-11572,Mid-market,Serviços,Starter,false,0,6,2,3,4,1,3,4,16,6,2,16,Integração bancária,true,false,7,115.55,Windows,Chrome
ACC-11573,Mid-market,SaaS,Enterprise,false,7,4,2,1,4,1,1,1,9,6,1,17,Integração bancária,false,false,2,123.08,Mac,Edge
ACC-11574,Mid-market,Varejo,Starter,true,6,3,2,5,5,3,0,4,11,0,2,29,Erro NF-e,false,false,10,84.85,Windows,Chrome
ACC-11575,Mid-market,SaaS,Starter,false,16,10,1,4,7,5,1,4,13,4,0,66,Dúvida de configuração,true,false,7,0.00,Windows,Chrome
